STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,sector,Sector,sector2,Counterpart sector,expend,Expenditure and investment,isced11,International Standard Classification of Education (ISCED 2011),geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:EDUC_UOE_FINE02(1.0),"Public educational expenditure by education level, programme orientation, type of source and expenditure category",A,Annual,MIO_EUR,Million euro,S13,General government,S1,Total economy,TOTAL,Total,ED5-8,Tertiary education (levels 5-8),AT,Austria,2014,,5901.3,,,,,
dataflow,ESTAT:EDUC_UOE_FINE02(1.0),"Public educational expenditure by education level, programme orientation, type of source and expenditure category",A,Annual,MIO_EUR,Million euro,S13,General government,S1,Total economy,TOTAL,Total,ED5-8,Tertiary education (levels 5-8),AT,Austria,2015,,6130.3,,,,,
dataflow,ESTAT:EDUC_UOE_FINE02(1.0),"Public educational expenditure by education level, programme orientation, type of source and expenditure category",A,Annual,MIO_EUR,Million euro,S13,General government,S1,Total economy,TOTAL,Total,ED5-8,Tertiary education (levels 5-8),AT,Austria,2016,,6366.3,,,,,
dataflow,ESTAT:EDUC_UOE_FINE02(1.0),"Public educational expenditure by education level, programme orientation, type of source and expenditure category",A,Annual,MIO_EUR,Million euro,S13,General government,S1,Total economy,TOTAL,Total,ED5-8,Tertiary education (levels 5-8),AT,Austria,2017,,6322.5,,,,,
dataflow,ESTAT:EDUC_UOE_FINE02(1.0),"Public educational expenditure by education level, programme orientation, type of source and expenditure category",A,Annual,MIO_EUR,Million euro,S13,General government,S1,Total economy,TOTAL,Total,ED5-8,Tertiary education (levels 5-8),AT,Austria,2018,,6546.2,,,,,
dataflow,ESTAT:EDUC_UOE_FINE02(1.0),"Public educational expenditure by education level, programme orientation, type of source and expenditure category",A,Annual,MIO_EUR,Million euro,S13,General government,S1,Total economy,TOTAL,Total,ED5-8,Tertiary education (levels 5-8),AT,Austria,2019,,6196.7,,,,,
dataflow,ESTAT:EDUC_UOE_FINE02(1.0),"Public educational expenditure by education level, programme orientation, type of source and expenditure category",A,Annual,MIO_EUR,Million euro,S13,General government,S1,Total economy,TOTAL,Total,ED5-8,Tertiary education (levels 5-8),AT,Austria,2020,,7085.5,,,,,
dataflow,ESTAT:EDUC_UOE_FINE02(1.0),"Public educational expenditure by education level, programme orientation, type of source and expenditure category",A,Annual,MIO_EUR,Million euro,S13,General government,S1,Total economy,TOTAL,Total,ED5-8,Tertiary education (levels 5-8),AT,Austria,2021,,7510.9,,,,,
dataflow,ESTAT:EDUC_UOE_FINE02(1.0),"Public educational expenditure by education level, programme orientation, type of source and expenditure category",A,Annual,MIO_EUR,Million euro,S13,General government,S1,Total economy,TOTAL,Total,ED5-8,Tertiary education (levels 5-8),AT,Austria,2022,,7975.0,,,,,
dataflow,ESTAT:EDUC_UOE_FINE02(1.0),"Public educational expenditure by education level, programme orientation, type of source and expenditure category",A,Annual,MIO_EUR,Million euro,S13,General government,S1,Total economy,TOTAL,Total,ED5-8,Tertiary education (levels 5-8),BA,Bosnia and Herzegovina,2016,,114.6,,,,,
dataflow,ESTAT:EDUC_UOE_FINE02(1.0),"Public educational expenditure by education level, programme orientation, type of source and expenditure category",A,Annual,MIO_EUR,Million euro,S13,General government,S1,Total economy,TOTAL,Total,ED5-8,Tertiary education (levels 5-8),BA,Bosnia and Herzegovina,2017,,133.0,,,,,
dataflow,ESTAT:EDUC_UOE_FINE02(1.0),"Public educational expenditure by education level, programme orientation, type of source and expenditure category",A,Annual,MIO_EUR,Million euro,S13,General government,S1,Total economy,TOTAL,Total,ED5-8,Tertiary education (levels 5-8),BA,Bosnia and Herzegovina,2018,,128.2,,,,,
dataflow,ESTAT:EDUC_UOE_FINE02(1.0),"Public educational expenditure by education level, programme orientation, type of source and expenditure category",A,Annual,MIO_EUR,Million euro,S13,General government,S1,Total economy,TOTAL,Total,ED5-8,Tertiary education (levels 5-8),BA,Bosnia and Herzegovina,2019,,147.6,,,,,
dataflow,ESTAT:EDUC_UOE_FINE02(1.0),"Public educational expenditure by education level, programme orientation, type of source and expenditure category",A,Annual,MIO_EUR,Million euro,S13,General government,S1,Total economy,TOTAL,Total,ED5-8,Tertiary education (levels 5-8),BA,Bosnia and Herzegovina,2020,,145.9,,,,,
dataflow,ESTAT:EDUC_UOE_FINE02(1.0),"Public educational expenditure by education level, programme orientation, type of source and expenditure category",A,Annual,MIO_EUR,Million euro,S13,General government,S1,Total economy,TOTAL,Total,ED5-8,Tertiary education (levels 5-8),BA,Bosnia and Herzegovina,2021,,160.6,,,,,
dataflow,ESTAT:EDUC_UOE_FINE02(1.0),"Public educational expenditure by education level, programme orientation, type of source and expenditure category",A,Annual,MIO_EUR,Million euro,S13,General government,S1,Total economy,TOTAL,Total,ED5-8,Tertiary education (levels 5-8),BA,Bosnia and Herzegovina,2022,,19918.3,,,,,
dataflow,ESTAT:EDUC_UOE_FINE02(1.0),"Public educational expenditure by education level, programme orientation, type of source and expenditure category",A,Annual,MIO_EUR,Million euro,S13,General government,S1,Total economy,TOTAL,Total,ED5-8,Tertiary education (levels 5-8),BE,Belgium,2014,,5974.9,,,,,
dataflow,ESTAT:EDUC_UOE_FINE02(1.0),"Public educational expenditure by education level, programme orientation, type of source and expenditure category",A,Annual,MIO_EUR,Million euro,S13,General government,S1,Total economy,TOTAL,Total,ED5-8,Tertiary education (levels 5-8),BE,Belgium,2015,,5949.0,,,,,
dataflow,ESTAT:EDUC_UOE_FINE02(1.0),"Public educational expenditure by education level, programme orientation, type of source and expenditure category",A,Annual,MIO_EUR,Million euro,S13,General government,S1,Total economy,TOTAL,Total,ED5-8,Tertiary education (levels 5-8),BE,Belgium,2016,,6184.5,,,,,
dataflow,ESTAT:EDUC_UOE_FINE02(1.0),"Public educational expenditure by education level, programme orientation, type of source and expenditure category",A,Annual,MIO_EUR,Million euro,S13,General government,S1,Total economy,TOTAL,Total,ED5-8,Tertiary education (levels 5-8),BE,Belgium,2017,,6551.2,,,,,
dataflow,ESTAT:EDUC_UOE_FINE02(1.0),"Public educational expenditure by education level, programme orientation, type of source and expenditure category",A,Annual,MIO_EUR,Million euro,S13,General government,S1,Total economy,TOTAL,Total,ED5-8,Tertiary education (levels 5-8),BE,Belgium,2018,,6851.9,,,,,
dataflow,ESTAT:EDUC_UOE_FINE02(1.0),"Public educational expenditure by education level, programme orientation, type of source and expenditure category",A,Annual,MIO_EUR,Million euro,S13,General government,S1,Total economy,TOTAL,Total,ED5-8,Tertiary education (levels 5-8),BE,Belgium,2019,,7209.1,,,,,
dataflow,ESTAT:EDUC_UOE_FINE02(1.0),"Public educational expenditure by education level, programme orientation, type of source and expenditure category",A,Annual,MIO_EUR,Million euro,S13,General government,S1,Total economy,TOTAL,Total,ED5-8,Tertiary education (levels 5-8),BE,Belgium,2020,,7435.3,,,,,
dataflow,ESTAT:EDUC_UOE_FINE02(1.0),"Public educational expenditure by education level, programme orientation, type of source and expenditure category",A,Annual,MIO_EUR,Million euro,S13,General government,S1,Total economy,TOTAL,Total,ED5-8,Tertiary education (levels 5-8),BE,Belgium,2021,,7737.1,,,,,
dataflow,ESTAT:EDUC_UOE_FINE02(1.0),"Public educational expenditure by education level, programme orientation, type of source and expenditure category",A,Annual,MIO_EUR,Million euro,S13,General government,S1,Total economy,TOTAL,Total,ED5-8,Tertiary education (levels 5-8),BE,Belgium,2022,,8720.3,,,,,
dataflow,ESTAT:EDUC_UOE_FINE02(1.0),"Public educational expenditure by education level, programme orientation, type of source and expenditure category",A,Annual,MIO_EUR,Million euro,S13,General government,S1,Total economy,TOTAL,Total,ED5-8,Tertiary education (levels 5-8),BE,Belgium,2023,,8854.3,,,,,
dataflow,ESTAT:EDUC_UOE_FINE02(1.0),"Public educational expenditure by education level, programme orientation, type of source and expenditure category",A,Annual,MIO_EUR,Million euro,S13,General government,S1,Total economy,TOTAL,Total,ED5-8,Tertiary education (levels 5-8),BG,Bulgaria,2014,,298.8,,,,,
dataflow,ESTAT:EDUC_UOE_FINE02(1.0),"Public educational expenditure by education level, programme orientation, type of source and expenditure category",A,Annual,MIO_EUR,Million euro,S13,General government,S1,Total economy,TOTAL,Total,ED5-8,Tertiary education (levels 5-8),BG,Bulgaria,2015,,292.3,,,,,
dataflow,ESTAT:EDUC_UOE_FINE02(1.0),"Public educational expenditure by education level, programme orientation, type of source and expenditure category",A,Annual,MIO_EUR,Million euro,S13,General government,S1,Total economy,TOTAL,Total,ED5-8,Tertiary education (levels 5-8),BG,Bulgaria,2016,,286.2,,,,,
dataflow,ESTAT:EDUC_UOE_FINE02(1.0),"Public educational expenditure by education level, programme orientation, type of source and expenditure category",A,Annual,MIO_EUR,Million euro,S13,General government,S1,Total economy,TOTAL,Total,ED5-8,Tertiary education (levels 5-8),BG,Bulgaria,2017,,423.9,,,,,
dataflow,ESTAT:EDUC_UOE_FINE02(1.0),"Public educational expenditure by education level, programme orientation, type of source and expenditure category",A,Annual,MIO_EUR,Million euro,S13,General government,S1,Total economy,TOTAL,Total,ED5-8,Tertiary education (levels 5-8),BG,Bulgaria,2018,,424.7,,,,,
dataflow,ESTAT:EDUC_UOE_FINE02(1.0),"Public educational expenditure by education level, programme orientation, type of source and expenditure category",A,Annual,MIO_EUR,Million euro,S13,General government,S1,Total economy,TOTAL,Total,ED5-8,Tertiary education (levels 5-8),BG,Bulgaria,2019,,492.0,,,,,
dataflow,ESTAT:EDUC_UOE_FINE02(1.0),"Public educational expenditure by education level, programme orientation, type of source and expenditure category",A,Annual,MIO_EUR,Million euro,S13,General government,S1,Total economy,TOTAL,Total,ED5-8,Tertiary education (levels 5-8),BG,Bulgaria,2020,,509.3,,,,,
dataflow,ESTAT:EDUC_UOE_FINE02(1.0),"Public educational expenditure by education level, programme orientation, type of source and expenditure category",A,Annual,MIO_EUR,Million euro,S13,General government,S1,Total economy,TOTAL,Total,ED5-8,Tertiary education (levels 5-8),BG,Bulgaria,2021,,592.4,,,,,
dataflow,ESTAT:EDUC_UOE_FINE02(1.0),"Public educational expenditure by education level, programme orientation, type of source and expenditure category",A,Annual,MIO_EUR,Million euro,S13,General government,S1,Total economy,TOTAL,Total,ED5-8,Tertiary education (levels 5-8),BG,Bulgaria,2022,,628.2,,,,,
dataflow,ESTAT:EDUC_UOE_FINE02(1.0),"Public educational expenditure by education level, programme orientation, type of source and expenditure category",A,Annual,MIO_EUR,Million euro,S13,General government,S1,Total economy,TOTAL,Total,ED5-8,Tertiary education (levels 5-8),BG,Bulgaria,2023,,692.2,,,,,
dataflow,ESTAT:EDUC_UOE_FINE02(1.0),"Public educational expenditure by education level, programme orientation, type of source and expenditure category",A,Annual,MIO_EUR,Million euro,S13,General government,S1,Total economy,TOTAL,Total,ED5-8,Tertiary education (levels 5-8),CH,Switzerland,2014,,7127.4,,,,,
dataflow,ESTAT:EDUC_UOE_FINE02(1.0),"Public educational expenditure by education level, programme orientation, type of source and expenditure category",A,Annual,MIO_EUR,Million euro,S13,General government,S1,Total economy,TOTAL,Total,ED5-8,Tertiary education (levels 5-8),CH,Switzerland,2015,,8206.8,,,,,
dataflow,ESTAT:EDUC_UOE_FINE02(1.0),"Public educational expenditure by education level, programme orientation, type of source and expenditure category",A,Annual,MIO_EUR,Million euro,S13,General government,S1,Total economy,TOTAL,Total,ED5-8,Tertiary education (levels 5-8),CH,Switzerland,2016,,8054.3,,,,,
dataflow,ESTAT:EDUC_UOE_FINE02(1.0),"Public educational expenditure by education level, programme orientation, type of source and expenditure category",A,Annual,MIO_EUR,Million euro,S13,General government,S1,Total economy,TOTAL,Total,ED5-8,Tertiary education (levels 5-8),CH,Switzerland,2017,,8181.1,,,,,
dataflow,ESTAT:EDUC_UOE_FINE02(1.0),"Public educational expenditure by education level, programme orientation, type of source and expenditure category",A,Annual,MIO_EUR,Million euro,S13,General government,S1,Total economy,TOTAL,Total,ED5-8,Tertiary education (levels 5-8),CH,Switzerland,2018,,8053.7,,,,,
dataflow,ESTAT:EDUC_UOE_FINE02(1.0),"Public educational expenditure by education level, programme orientation, type of source and expenditure category",A,Annual,MIO_EUR,Million euro,S13,General government,S1,Total economy,TOTAL,Total,ED5-8,Tertiary education (levels 5-8),CH,Switzerland,2019,,8550.7,,,,,
dataflow,ESTAT:EDUC_UOE_FINE02(1.0),"Public educational expenditure by education level, programme orientation, type of source and expenditure category",A,Annual,MIO_EUR,Million euro,S13,General government,S1,Total economy,TOTAL,Total,ED5-8,Tertiary education (levels 5-8),CH,Switzerland,2020,,9155.7,,,,,
dataflow,ESTAT:EDUC_UOE_FINE02(1.0),"Public educational expenditure by education level, programme orientation, type of source and expenditure category",A,Annual,MIO_EUR,Million euro,S13,General government,S1,Total economy,TOTAL,Total,ED5-8,Tertiary education (levels 5-8),CH,Switzerland,2021,,8970.7,,,,,
dataflow,ESTAT:EDUC_UOE_FINE02(1.0),"Public educational expenditure by education level, programme orientation, type of source and expenditure category",A,Annual,MIO_EUR,Million euro,S13,General government,S1,Total economy,TOTAL,Total,ED5-8,Tertiary education (levels 5-8),CH,Switzerland,2022,,9731.8,,,,,
dataflow,ESTAT:EDUC_UOE_FINE02(1.0),"Public educational expenditure by education level, programme orientation, type of source and expenditure category",A,Annual,MIO_EUR,Million euro,S13,General government,S1,Total economy,TOTAL,Total,ED5-8,Tertiary education (levels 5-8),CY,Cyprus,2014,,189.3,,,,,
dataflow,ESTAT:EDUC_UOE_FINE02(1.0),"Public educational expenditure by education level, programme orientation, type of source and expenditure category",A,Annual,MIO_EUR,Million euro,S13,General government,S1,Total economy,TOTAL,Total,ED5-8,Tertiary education (levels 5-8),CY,Cyprus,2015,,201.5,,,,,
dataflow,ESTAT:EDUC_UOE_FINE02(1.0),"Public educational expenditure by education level, programme orientation, type of source and expenditure category",A,Annual,MIO_EUR,Million euro,S13,General government,S1,Total economy,TOTAL,Total,ED5-8,Tertiary education (levels 5-8),CY,Cyprus,2016,,194.9,,,,,
dataflow,ESTAT:EDUC_UOE_FINE02(1.0),"Public educational expenditure by education level, programme orientation, type of source and expenditure category",A,Annual,MIO_EUR,Million euro,S13,General government,S1,Total economy,TOTAL,Total,ED5-8,Tertiary education (levels 5-8),CY,Cyprus,2017,,232.6,,,,,
dataflow,ESTAT:EDUC_UOE_FINE02(1.0),"Public educational expenditure by education level, programme orientation, type of source and expenditure category",A,Annual,MIO_EUR,Million euro,S13,General government,S1,Total economy,TOTAL,Total,ED5-8,Tertiary education (levels 5-8),CY,Cyprus,2018,,203.1,,,,,
dataflow,ESTAT:EDUC_UOE_FINE02(1.0),"Public educational expenditure by education level, programme orientation, type of source and expenditure category",A,Annual,MIO_EUR,Million euro,S13,General government,S1,Total economy,TOTAL,Total,ED5-8,Tertiary education (levels 5-8),CY,Cyprus,2019,,204.0,,,,,
dataflow,ESTAT:EDUC_UOE_FINE02(1.0),"Public educational expenditure by education level, programme orientation, type of source and expenditure category",A,Annual,MIO_EUR,Million euro,S13,General government,S1,Total economy,TOTAL,Total,ED5-8,Tertiary education (levels 5-8),CY,Cyprus,2020,,200.2,,,,,
dataflow,ESTAT:EDUC_UOE_FINE02(1.0),"Public educational expenditure by education level, programme orientation, type of source and expenditure category",A,Annual,MIO_EUR,Million euro,S13,General government,S1,Total economy,TOTAL,Total,ED5-8,Tertiary education (levels 5-8),CY,Cyprus,2021,,220.8,,,,,
dataflow,ESTAT:EDUC_UOE_FINE02(1.0),"Public educational expenditure by education level, programme orientation, type of source and expenditure category",A,Annual,MIO_EUR,Million euro,S13,General government,S1,Total economy,TOTAL,Total,ED5-8,Tertiary education (levels 5-8),CY,Cyprus,2022,,229.7,,,,,
dataflow,ESTAT:EDUC_UOE_FINE02(1.0),"Public educational expenditure by education level, programme orientation, type of source and expenditure category",A,Annual,MIO_EUR,Million euro,S13,General government,S1,Total economy,TOTAL,Total,ED5-8,Tertiary education (levels 5-8),CY,Cyprus,2023,,248.0,,,,,
dataflow,ESTAT:EDUC_UOE_FINE02(1.0),"Public educational expenditure by education level, programme orientation, type of source and expenditure category",A,Annual,MIO_EUR,Million euro,S13,General government,S1,Total economy,TOTAL,Total,ED5-8,Tertiary education (levels 5-8),CZ,Czechia,2014,,1253.6,,,,,
dataflow,ESTAT:EDUC_UOE_FINE02(1.0),"Public educational expenditure by education level, programme orientation, type of source and expenditure category",A,Annual,MIO_EUR,Million euro,S13,General government,S1,Total economy,TOTAL,Total,ED5-8,Tertiary education (levels 5-8),CZ,Czechia,2015,,1299.8,,,,,
dataflow,ESTAT:EDUC_UOE_FINE02(1.0),"Public educational expenditure by education level, programme orientation, type of source and expenditure category",A,Annual,MIO_EUR,Million euro,S13,General government,S1,Total economy,TOTAL,Total,ED5-8,Tertiary education (levels 5-8),CZ,Czechia,2016,,1241.3,,,,,
dataflow,ESTAT:EDUC_UOE_FINE02(1.0),"Public educational expenditure by education level, programme orientation, type of source and expenditure category",A,Annual,MIO_EUR,Million euro,S13,General government,S1,Total economy,TOTAL,Total,ED5-8,Tertiary education (levels 5-8),CZ,Czechia,2017,,1350.6,,,,,
dataflow,ESTAT:EDUC_UOE_FINE02(1.0),"Public educational expenditure by education level, programme orientation, type of source and expenditure category",A,Annual,MIO_EUR,Million euro,S13,General government,S1,Total economy,TOTAL,Total,ED5-8,Tertiary education (levels 5-8),CZ,Czechia,2018,,1947.9,,,,,
dataflow,ESTAT:EDUC_UOE_FINE02(1.0),"Public educational expenditure by education level, programme orientation, type of source and expenditure category",A,Annual,MIO_EUR,Million euro,S13,General government,S1,Total economy,TOTAL,Total,ED5-8,Tertiary education (levels 5-8),CZ,Czechia,2019,,2097.9,,,,,
dataflow,ESTAT:EDUC_UOE_FINE02(1.0),"Public educational expenditure by education level, programme orientation, type of source and expenditure category",A,Annual,MIO_EUR,Million euro,S13,General government,S1,Total economy,TOTAL,Total,ED5-8,Tertiary education (levels 5-8),CZ,Czechia,2020,,1858.3,,,,,
dataflow,ESTAT:EDUC_UOE_FINE02(1.0),"Public educational expenditure by education level, programme orientation, type of source and expenditure category",A,Annual,MIO_EUR,Million euro,S13,General government,S1,Total economy,TOTAL,Total,ED5-8,Tertiary education (levels 5-8),CZ,Czechia,2021,,2149.8,,,,,
dataflow,ESTAT:EDUC_UOE_FINE02(1.0),"Public educational expenditure by education level, programme orientation, type of source and expenditure category",A,Annual,MIO_EUR,Million euro,S13,General government,S1,Total economy,TOTAL,Total,ED5-8,Tertiary education (levels 5-8),CZ,Czechia,2022,,2256.7,,,,,
dataflow,ESTAT:EDUC_UOE_FINE02(1.0),"Public educational expenditure by education level, programme orientation, type of source and expenditure category",A,Annual,MIO_EUR,Million euro,S13,General government,S1,Total economy,TOTAL,Total,ED5-8,Tertiary education (levels 5-8),DE,Germany,2014,,37360.4,,,,,
dataflow,ESTAT:EDUC_UOE_FINE02(1.0),"Public educational expenditure by education level, programme orientation, type of source and expenditure category",A,Annual,MIO_EUR,Million euro,S13,General government,S1,Total economy,TOTAL,Total,ED5-8,Tertiary education (levels 5-8),DE,Germany,2015,,38016.2,,,,,
dataflow,ESTAT:EDUC_UOE_FINE02(1.0),"Public educational expenditure by education level, programme orientation, type of source and expenditure category",A,Annual,MIO_EUR,Million euro,S13,General government,S1,Total economy,TOTAL,Total,ED5-8,Tertiary education (levels 5-8),DE,Germany,2016,,39421.5,,,,,
dataflow,ESTAT:EDUC_UOE_FINE02(1.0),"Public educational expenditure by education level, programme orientation, type of source and expenditure category",A,Annual,MIO_EUR,Million euro,S13,General government,S1,Total economy,TOTAL,Total,ED5-8,Tertiary education (levels 5-8),DE,Germany,2017,,40616.4,,,,,
dataflow,ESTAT:EDUC_UOE_FINE02(1.0),"Public educational expenditure by education level, programme orientation, type of source and expenditure category",A,Annual,MIO_EUR,Million euro,S13,General government,S1,Total economy,TOTAL,Total,ED5-8,Tertiary education (levels 5-8),DE,Germany,2018,,42651.8,,,,,
dataflow,ESTAT:EDUC_UOE_FINE02(1.0),"Public educational expenditure by education level, programme orientation, type of source and expenditure category",A,Annual,MIO_EUR,Million euro,S13,General government,S1,Total economy,TOTAL,Total,ED5-8,Tertiary education (levels 5-8),DE,Germany,2019,,44400.8,,,,,
dataflow,ESTAT:EDUC_UOE_FINE02(1.0),"Public educational expenditure by education level, programme orientation, type of source and expenditure category",A,Annual,MIO_EUR,Million euro,S13,General government,S1,Total economy,TOTAL,Total,ED5-8,Tertiary education (levels 5-8),DE,Germany,2020,,47206.9,,,,,
dataflow,ESTAT:EDUC_UOE_FINE02(1.0),"Public educational expenditure by education level, programme orientation, type of source and expenditure category",A,Annual,MIO_EUR,Million euro,S13,General government,S1,Total economy,TOTAL,Total,ED5-8,Tertiary education (levels 5-8),DE,Germany,2021,,48745.3,,,,,
dataflow,ESTAT:EDUC_UOE_FINE02(1.0),"Public educational expenditure by education level, programme orientation, type of source and expenditure category",A,Annual,MIO_EUR,Million euro,S13,General government,S1,Total economy,TOTAL,Total,ED5-8,Tertiary education (levels 5-8),DE,Germany,2022,,51380.2,,,,,
dataflow,ESTAT:EDUC_UOE_FINE02(1.0),"Public educational expenditure by education level, programme orientation, type of source and expenditure category",A,Annual,MIO_EUR,Million euro,S13,General government,S1,Total economy,TOTAL,Total,ED5-8,Tertiary education (levels 5-8),DK,Denmark,2014,,6225.6,,,,,
dataflow,ESTAT:EDUC_UOE_FINE02(1.0),"Public educational expenditure by education level, programme orientation, type of source and expenditure category",A,Annual,MIO_EUR,Million euro,S13,General government,S1,Total economy,TOTAL,Total,ED5-8,Tertiary education (levels 5-8),DK,Denmark,2016,,7372.2,,,,,
dataflow,ESTAT:EDUC_UOE_FINE02(1.0),"Public educational expenditure by education level, programme orientation, type of source and expenditure category",A,Annual,MIO_EUR,Million euro,S13,General government,S1,Total economy,TOTAL,Total,ED5-8,Tertiary education (levels 5-8),DK,Denmark,2017,,7041.7,,,,,
dataflow,ESTAT:EDUC_UOE_FINE02(1.0),"Public educational expenditure by education level, programme orientation, type of source and expenditure category",A,Annual,MIO_EUR,Million euro,S13,General government,S1,Total economy,TOTAL,Total,ED5-8,Tertiary education (levels 5-8),DK,Denmark,2018,,7210.6,,,,,
dataflow,ESTAT:EDUC_UOE_FINE02(1.0),"Public educational expenditure by education level, programme orientation, type of source and expenditure category",A,Annual,MIO_EUR,Million euro,S13,General government,S1,Total economy,TOTAL,Total,ED5-8,Tertiary education (levels 5-8),DK,Denmark,2019,,7453.5,,,,,
dataflow,ESTAT:EDUC_UOE_FINE02(1.0),"Public educational expenditure by education level, programme orientation, type of source and expenditure category",A,Annual,MIO_EUR,Million euro,S13,General government,S1,Total economy,TOTAL,Total,ED5-8,Tertiary education (levels 5-8),DK,Denmark,2020,,7500.2,,,,,
dataflow,ESTAT:EDUC_UOE_FINE02(1.0),"Public educational expenditure by education level, programme orientation, type of source and expenditure category",A,Annual,MIO_EUR,Million euro,S13,General government,S1,Total economy,TOTAL,Total,ED5-8,Tertiary education (levels 5-8),DK,Denmark,2021,,8116.4,,,,,
dataflow,ESTAT:EDUC_UOE_FINE02(1.0),"Public educational expenditure by education level, programme orientation, type of source and expenditure category",A,Annual,MIO_EUR,Million euro,S13,General government,S1,Total economy,TOTAL,Total,ED5-8,Tertiary education (levels 5-8),DK,Denmark,2022,,8253.3,,,,,
dataflow,ESTAT:EDUC_UOE_FINE02(1.0),"Public educational expenditure by education level, programme orientation, type of source and expenditure category",A,Annual,MIO_EUR,Million euro,S13,General government,S1,Total economy,TOTAL,Total,ED5-8,Tertiary education (levels 5-8),EE,Estonia,2014,,297.7,,,,,
dataflow,ESTAT:EDUC_UOE_FINE02(1.0),"Public educational expenditure by education level, programme orientation, type of source and expenditure category",A,Annual,MIO_EUR,Million euro,S13,General government,S1,Total economy,TOTAL,Total,ED5-8,Tertiary education (levels 5-8),EE,Estonia,2015,,287.0,,,,,
dataflow,ESTAT:EDUC_UOE_FINE02(1.0),"Public educational expenditure by education level, programme orientation, type of source and expenditure category",A,Annual,MIO_EUR,Million euro,S13,General government,S1,Total economy,TOTAL,Total,ED5-8,Tertiary education (levels 5-8),EE,Estonia,2016,,304.2,,,,,
dataflow,ESTAT:EDUC_UOE_FINE02(1.0),"Public educational expenditure by education level, programme orientation, type of source and expenditure category",A,Annual,MIO_EUR,Million euro,S13,General government,S1,Total economy,TOTAL,Total,ED5-8,Tertiary education (levels 5-8),EE,Estonia,2017,,270.5,,,,,
dataflow,ESTAT:EDUC_UOE_FINE02(1.0),"Public educational expenditure by education level, programme orientation, type of source and expenditure category",A,Annual,MIO_EUR,Million euro,S13,General government,S1,Total economy,TOTAL,Total,ED5-8,Tertiary education (levels 5-8),EE,Estonia,2018,,305.1,,,,,
dataflow,ESTAT:EDUC_UOE_FINE02(1.0),"Public educational expenditure by education level, programme orientation, type of source and expenditure category",A,Annual,MIO_EUR,Million euro,S13,General government,S1,Total economy,TOTAL,Total,ED5-8,Tertiary education (levels 5-8),EE,Estonia,2019,,301.6,,,,,
dataflow,ESTAT:EDUC_UOE_FINE02(1.0),"Public educational expenditure by education level, programme orientation, type of source and expenditure category",A,Annual,MIO_EUR,Million euro,S13,General government,S1,Total economy,TOTAL,Total,ED5-8,Tertiary education (levels 5-8),EE,Estonia,2020,,310.9,,,,,
dataflow,ESTAT:EDUC_UOE_FINE02(1.0),"Public educational expenditure by education level, programme orientation, type of source and expenditure category",A,Annual,MIO_EUR,Million euro,S13,General government,S1,Total economy,TOTAL,Total,ED5-8,Tertiary education (levels 5-8),EE,Estonia,2021,,349.8,,,,,
dataflow,ESTAT:EDUC_UOE_FINE02(1.0),"Public educational expenditure by education level, programme orientation, type of source and expenditure category",A,Annual,MIO_EUR,Million euro,S13,General government,S1,Total economy,TOTAL,Total,ED5-8,Tertiary education (levels 5-8),EE,Estonia,2022,,387.6,,,,,
dataflow,ESTAT:EDUC_UOE_FINE02(1.0),"Public educational expenditure by education level, programme orientation, type of source and expenditure category",A,Annual,MIO_EUR,Million euro,S13,General government,S1,Total economy,TOTAL,Total,ED5-8,Tertiary education (levels 5-8),EE,Estonia,2023,,453.3,,,,,
dataflow,ESTAT:EDUC_UOE_FINE02(1.0),"Public educational expenditure by education level, programme orientation, type of source and expenditure category",A,Annual,MIO_EUR,Million euro,S13,General government,S1,Total economy,TOTAL,Total,ED5-8,Tertiary education (levels 5-8),EL,Greece,2014,,1164.2,,d,definition differs (see metadata),,
dataflow,ESTAT:EDUC_UOE_FINE02(1.0),"Public educational expenditure by education level, programme orientation, type of source and expenditure category",A,Annual,MIO_EUR,Million euro,S13,General government,S1,Total economy,TOTAL,Total,ED5-8,Tertiary education (levels 5-8),EL,Greece,2015,,1282.3,,d,definition differs (see metadata),,
dataflow,ESTAT:EDUC_UOE_FINE02(1.0),"Public educational expenditure by education level, programme orientation, type of source and expenditure category",A,Annual,MIO_EUR,Million euro,S13,General government,S1,Total economy,TOTAL,Total,ED5-8,Tertiary education (levels 5-8),EL,Greece,2017,,1117.4,,,,,
dataflow,ESTAT:EDUC_UOE_FINE02(1.0),"Public educational expenditure by education level, programme orientation, type of source and expenditure category",A,Annual,MIO_EUR,Million euro,S13,General government,S1,Total economy,TOTAL,Total,ED5-8,Tertiary education (levels 5-8),EL,Greece,2018,,1201.2,,,,,
dataflow,ESTAT:EDUC_UOE_FINE02(1.0),"Public educational expenditure by education level, programme orientation, type of source and expenditure category",A,Annual,MIO_EUR,Million euro,S13,General government,S1,Total economy,TOTAL,Total,ED5-8,Tertiary education (levels 5-8),EL,Greece,2019,,1288.0,,,,,
