STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,sector,Sector,sector2,Counterpart sector,expend,Expenditure and investment,isced11,International Standard Classification of Education (ISCED 2011),geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:EDUC_UOE_FINE02(1.0),"Public educational expenditure by education level, programme orientation, type of source and expenditure category",A,Annual,MIO_EUR,Million euro,S13,General government,S1,Total economy,TOTAL,Total,ED5-8,Tertiary education (levels 5-8),SE,Sweden,2015,,8447.3,,,,,
dataflow,ESTAT:EDUC_UOE_FINE02(1.0),"Public educational expenditure by education level, programme orientation, type of source and expenditure category",A,Annual,MIO_EUR,Million euro,S13,General government,S1,Total economy,TOTAL,Total,ED5-8,Tertiary education (levels 5-8),SE,Sweden,2016,,8556.3,,,,,
dataflow,ESTAT:EDUC_UOE_FINE02(1.0),"Public educational expenditure by education level, programme orientation, type of source and expenditure category",A,Annual,MIO_EUR,Million euro,S13,General government,S1,Total economy,TOTAL,Total,ED5-8,Tertiary education (levels 5-8),SE,Sweden,2017,,8616.4,,,,,
dataflow,ESTAT:EDUC_UOE_FINE02(1.0),"Public educational expenditure by education level, programme orientation, type of source and expenditure category",A,Annual,MIO_EUR,Million euro,S13,General government,S1,Total economy,TOTAL,Total,ED5-8,Tertiary education (levels 5-8),SE,Sweden,2018,,8425.9,,,,,
dataflow,ESTAT:EDUC_UOE_FINE02(1.0),"Public educational expenditure by education level, programme orientation, type of source and expenditure category",A,Annual,MIO_EUR,Million euro,S13,General government,S1,Total economy,TOTAL,Total,ED5-8,Tertiary education (levels 5-8),SE,Sweden,2019,,8493.7,,,,,
dataflow,ESTAT:EDUC_UOE_FINE02(1.0),"Public educational expenditure by education level, programme orientation, type of source and expenditure category",A,Annual,MIO_EUR,Million euro,S13,General government,S1,Total economy,TOTAL,Total,ED5-8,Tertiary education (levels 5-8),SE,Sweden,2020,,9057.6,,,,,
dataflow,ESTAT:EDUC_UOE_FINE02(1.0),"Public educational expenditure by education level, programme orientation, type of source and expenditure category",A,Annual,MIO_EUR,Million euro,S13,General government,S1,Total economy,TOTAL,Total,ED5-8,Tertiary education (levels 5-8),SE,Sweden,2021,,9923.6,,,,,
dataflow,ESTAT:EDUC_UOE_FINE02(1.0),"Public educational expenditure by education level, programme orientation, type of source and expenditure category",A,Annual,MIO_EUR,Million euro,S13,General government,S1,Total economy,TOTAL,Total,ED5-8,Tertiary education (levels 5-8),SE,Sweden,2022,,9596.9,,,,,
dataflow,ESTAT:EDUC_UOE_FINE02(1.0),"Public educational expenditure by education level, programme orientation, type of source and expenditure category",A,Annual,MIO_EUR,Million euro,S13,General government,S1,Total economy,TOTAL,Total,ED5-8,Tertiary education (levels 5-8),SI,Slovenia,2014,,393.6,,,,,
dataflow,ESTAT:EDUC_UOE_FINE02(1.0),"Public educational expenditure by education level, programme orientation, type of source and expenditure category",A,Annual,MIO_EUR,Million euro,S13,General government,S1,Total economy,TOTAL,Total,ED5-8,Tertiary education (levels 5-8),SI,Slovenia,2015,,379.0,,,,,
dataflow,ESTAT:EDUC_UOE_FINE02(1.0),"Public educational expenditure by education level, programme orientation, type of source and expenditure category",A,Annual,MIO_EUR,Million euro,S13,General government,S1,Total economy,TOTAL,Total,ED5-8,Tertiary education (levels 5-8),SI,Slovenia,2016,,406.7,,,,,
dataflow,ESTAT:EDUC_UOE_FINE02(1.0),"Public educational expenditure by education level, programme orientation, type of source and expenditure category",A,Annual,MIO_EUR,Million euro,S13,General government,S1,Total economy,TOTAL,Total,ED5-8,Tertiary education (levels 5-8),SI,Slovenia,2017,,406.7,,,,,
dataflow,ESTAT:EDUC_UOE_FINE02(1.0),"Public educational expenditure by education level, programme orientation, type of source and expenditure category",A,Annual,MIO_EUR,Million euro,S13,General government,S1,Total economy,TOTAL,Total,ED5-8,Tertiary education (levels 5-8),SI,Slovenia,2018,,464.4,,,,,
dataflow,ESTAT:EDUC_UOE_FINE02(1.0),"Public educational expenditure by education level, programme orientation, type of source and expenditure category",A,Annual,MIO_EUR,Million euro,S13,General government,S1,Total economy,TOTAL,Total,ED5-8,Tertiary education (levels 5-8),SI,Slovenia,2019,,494.8,,,,,
dataflow,ESTAT:EDUC_UOE_FINE02(1.0),"Public educational expenditure by education level, programme orientation, type of source and expenditure category",A,Annual,MIO_EUR,Million euro,S13,General government,S1,Total economy,TOTAL,Total,ED5-8,Tertiary education (levels 5-8),SI,Slovenia,2020,,543.9,,,,,
dataflow,ESTAT:EDUC_UOE_FINE02(1.0),"Public educational expenditure by education level, programme orientation, type of source and expenditure category",A,Annual,MIO_EUR,Million euro,S13,General government,S1,Total economy,TOTAL,Total,ED5-8,Tertiary education (levels 5-8),SI,Slovenia,2021,,585.9,,,,,
dataflow,ESTAT:EDUC_UOE_FINE02(1.0),"Public educational expenditure by education level, programme orientation, type of source and expenditure category",A,Annual,MIO_EUR,Million euro,S13,General government,S1,Total economy,TOTAL,Total,ED5-8,Tertiary education (levels 5-8),SI,Slovenia,2022,,631.5,,,,,
dataflow,ESTAT:EDUC_UOE_FINE02(1.0),"Public educational expenditure by education level, programme orientation, type of source and expenditure category",A,Annual,MIO_EUR,Million euro,S13,General government,S1,Total economy,TOTAL,Total,ED5-8,Tertiary education (levels 5-8),SI,Slovenia,2023,,727.8,,,,,
dataflow,ESTAT:EDUC_UOE_FINE02(1.0),"Public educational expenditure by education level, programme orientation, type of source and expenditure category",A,Annual,MIO_EUR,Million euro,S13,General government,S1,Total economy,TOTAL,Total,ED5-8,Tertiary education (levels 5-8),SK,Slovakia,2014,,740.3,,,,,
dataflow,ESTAT:EDUC_UOE_FINE02(1.0),"Public educational expenditure by education level, programme orientation, type of source and expenditure category",A,Annual,MIO_EUR,Million euro,S13,General government,S1,Total economy,TOTAL,Total,ED5-8,Tertiary education (levels 5-8),SK,Slovakia,2015,,1097.2,,,,,
dataflow,ESTAT:EDUC_UOE_FINE02(1.0),"Public educational expenditure by education level, programme orientation, type of source and expenditure category",A,Annual,MIO_EUR,Million euro,S13,General government,S1,Total economy,TOTAL,Total,ED5-8,Tertiary education (levels 5-8),SK,Slovakia,2016,,675.1,,,,,
dataflow,ESTAT:EDUC_UOE_FINE02(1.0),"Public educational expenditure by education level, programme orientation, type of source and expenditure category",A,Annual,MIO_EUR,Million euro,S13,General government,S1,Total economy,TOTAL,Total,ED5-8,Tertiary education (levels 5-8),SK,Slovakia,2017,,664.3,,,,,
dataflow,ESTAT:EDUC_UOE_FINE02(1.0),"Public educational expenditure by education level, programme orientation, type of source and expenditure category",A,Annual,MIO_EUR,Million euro,S13,General government,S1,Total economy,TOTAL,Total,ED5-8,Tertiary education (levels 5-8),SK,Slovakia,2018,,677.2,,,,,
dataflow,ESTAT:EDUC_UOE_FINE02(1.0),"Public educational expenditure by education level, programme orientation, type of source and expenditure category",A,Annual,MIO_EUR,Million euro,S13,General government,S1,Total economy,TOTAL,Total,ED5-8,Tertiary education (levels 5-8),SK,Slovakia,2019,,736.9,,,,,
dataflow,ESTAT:EDUC_UOE_FINE02(1.0),"Public educational expenditure by education level, programme orientation, type of source and expenditure category",A,Annual,MIO_EUR,Million euro,S13,General government,S1,Total economy,TOTAL,Total,ED5-8,Tertiary education (levels 5-8),SK,Slovakia,2020,,845.5,,,,,
dataflow,ESTAT:EDUC_UOE_FINE02(1.0),"Public educational expenditure by education level, programme orientation, type of source and expenditure category",A,Annual,MIO_EUR,Million euro,S13,General government,S1,Total economy,TOTAL,Total,ED5-8,Tertiary education (levels 5-8),SK,Slovakia,2021,,971.9,,,,,
dataflow,ESTAT:EDUC_UOE_FINE02(1.0),"Public educational expenditure by education level, programme orientation, type of source and expenditure category",A,Annual,MIO_EUR,Million euro,S13,General government,S1,Total economy,TOTAL,Total,ED5-8,Tertiary education (levels 5-8),SK,Slovakia,2022,,1089.5,,,,,
dataflow,ESTAT:EDUC_UOE_FINE02(1.0),"Public educational expenditure by education level, programme orientation, type of source and expenditure category",A,Annual,MIO_EUR,Million euro,S13,General government,S1,Total economy,TOTAL,Total,ED5-8,Tertiary education (levels 5-8),TR,Türkiye,2014,,10907.9,,,,,
dataflow,ESTAT:EDUC_UOE_FINE02(1.0),"Public educational expenditure by education level, programme orientation, type of source and expenditure category",A,Annual,MIO_EUR,Million euro,S13,General government,S1,Total economy,TOTAL,Total,ED5-8,Tertiary education (levels 5-8),TR,Türkiye,2015,,11780.6,,,,,
dataflow,ESTAT:EDUC_UOE_FINE02(1.0),"Public educational expenditure by education level, programme orientation, type of source and expenditure category",A,Annual,MIO_EUR,Million euro,S13,General government,S1,Total economy,TOTAL,Total,ED5-8,Tertiary education (levels 5-8),TR,Türkiye,2016,,13036.4,,,,,
dataflow,ESTAT:EDUC_UOE_FINE02(1.0),"Public educational expenditure by education level, programme orientation, type of source and expenditure category",A,Annual,MIO_EUR,Million euro,S13,General government,S1,Total economy,TOTAL,Total,ED5-8,Tertiary education (levels 5-8),TR,Türkiye,2017,,11965.8,,,,,
dataflow,ESTAT:EDUC_UOE_FINE02(1.0),"Public educational expenditure by education level, programme orientation, type of source and expenditure category",A,Annual,MIO_EUR,Million euro,S13,General government,S1,Total economy,TOTAL,Total,ED5-8,Tertiary education (levels 5-8),TR,Türkiye,2018,,9823.4,,,,,
dataflow,ESTAT:EDUC_UOE_FINE02(1.0),"Public educational expenditure by education level, programme orientation, type of source and expenditure category",A,Annual,MIO_EUR,Million euro,S13,General government,S1,Total economy,TOTAL,Total,ED5-8,Tertiary education (levels 5-8),TR,Türkiye,2019,,9077.0,,,,,
dataflow,ESTAT:EDUC_UOE_FINE02(1.0),"Public educational expenditure by education level, programme orientation, type of source and expenditure category",A,Annual,MIO_EUR,Million euro,S13,General government,S1,Total economy,TOTAL,Total,ED5-8,Tertiary education (levels 5-8),TR,Türkiye,2020,,8769.6,,,,,
dataflow,ESTAT:EDUC_UOE_FINE02(1.0),"Public educational expenditure by education level, programme orientation, type of source and expenditure category",A,Annual,MIO_EUR,Million euro,S13,General government,S1,Total economy,TOTAL,Total,ED5-8,Tertiary education (levels 5-8),TR,Türkiye,2021,,8860.2,,,,,
dataflow,ESTAT:EDUC_UOE_FINE02(1.0),"Public educational expenditure by education level, programme orientation, type of source and expenditure category",A,Annual,MIO_EUR,Million euro,S13,General government,S1,Total economy,TOTAL,Total,ED5-8,Tertiary education (levels 5-8),TR,Türkiye,2022,,9096.8,,,,,
dataflow,ESTAT:EDUC_UOE_FINE02(1.0),"Public educational expenditure by education level, programme orientation, type of source and expenditure category",A,Annual,MIO_EUR,Million euro,S13,General government,S1,Total economy,TOTAL,Total,ED5-8,Tertiary education (levels 5-8),UK,United Kingdom,2014,,29287.1,,,,,
dataflow,ESTAT:EDUC_UOE_FINE02(1.0),"Public educational expenditure by education level, programme orientation, type of source and expenditure category",A,Annual,MIO_EUR,Million euro,S13,General government,S1,Total economy,TOTAL,Total,ED5-8,Tertiary education (levels 5-8),UK,United Kingdom,2015,,34870.3,,b,break in time series,,
dataflow,ESTAT:EDUC_UOE_FINE02(1.0),"Public educational expenditure by education level, programme orientation, type of source and expenditure category",A,Annual,MIO_EUR,Million euro,S13,General government,S1,Total economy,TOTAL,Total,ED5-8,Tertiary education (levels 5-8),UK,United Kingdom,2016,,34278.8,,,,,
dataflow,ESTAT:EDUC_UOE_FINE02(1.0),"Public educational expenditure by education level, programme orientation, type of source and expenditure category",A,Annual,MIO_EUR,Million euro,S13,General government,S1,Total economy,TOTAL,Total,ED5-8,Tertiary education (levels 5-8),UK,United Kingdom,2017,,32042.6,,,,,
dataflow,ESTAT:EDUC_UOE_FINE02(1.0),"Public educational expenditure by education level, programme orientation, type of source and expenditure category",A,Annual,MIO_EUR,Million euro,S13,General government,S1,Total economy,TOTAL,Total,ED5-8,Tertiary education (levels 5-8),UK,United Kingdom,2018,,33946.3,,,,,
dataflow,ESTAT:EDUC_UOE_FINE02(1.0),"Public educational expenditure by education level, programme orientation, type of source and expenditure category",A,Annual,MIO_EUR,Million euro,S13,General government,S1,Total economy,TOTAL,Total,ED5-8,Tertiary education (levels 5-8),UK,United Kingdom,2019,,35361.2,,,,,
dataflow,ESTAT:EDUC_UOE_FINE02(1.0),"Public educational expenditure by education level, programme orientation, type of source and expenditure category",A,Annual,MIO_EUR,Million euro,S13,General government,S1,Total economy,TOTAL,Total,ED5-8,Tertiary education (levels 5-8),UK,United Kingdom,2020,,37866.4,,,,,
